n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.84,25.0,21
3,2.24,25.0,56
4,2.44,25.0,61
5,3.12,25.0,78
6,3.32,25.0,83
7,3.52,25.0,88
8,5.12,25.0,128
9,6.6,25.0,165
10,6.64,25.0,166
11,8.96,25.0,224
12,10.24,25.0,256
13,12.0,25.0,300
14,15.36,25.0,384
15,16.68,25.0,417
16,20.48,25.0,512
17,25.6,25.0,640
18,27.04,25.0,676
19,30.72,25.0,768
20,34.28,25.0,857
21,35.84,25.0,896
22,40.96,25.0,1024
23,43.6,25.0,1090
24,46.08,25.0,1152
25,46.56,25.0,1164
26,48.2,25.0,1205
27,49.88,25.0,1247
28,51.2,25.0,1280
29,55.32,25.0,1383
30,56.32,25.0,1408
31,61.08,25.0,1527
32,61.44,25.0,1536
33,62.68,25.0,1567
34,65.08,25.0,1627
35,66.56,25.0,1664
36,67.56,25.0,1689
37,68.76,25.0,1719
38,70.92,25.0,1773
39,71.68,25.0,1792
40,73.4,25.0,1835
41,75.8,25.0,1895
42,76.8,25.0,1920
43,78.44,25.0,1961
44,81.92,25.0,2048
45,83.32,25.0,2083
46,86.72,25.0,2168
47,87.04,25.0,2176
48,88.6,25.0,2215
49,91.32,25.0,2283
50,92.16,25.0,2304
51,93.64,25.0,2341
52,96.6,25.0,2415
53,97.28,25.0,2432
54,98.84,25.0,2471
55,101.44,25.0,2536
56,102.4,25.0,2560
57,104.56,25.0,2614
58,107.52,25.0,2688
59,112.64,25.0,2816
60,114.72,25.0,2868
61,117.2,25.0,2930
62,117.76,25.0,2944
63,120.36,25.0,3009
64,121.2,25.0,3030
65,122.88,25.0,3072
66,123.84,25.0,3096
67,127.4,25.0,3185
68,128.0,25.0,3200
69,129.64,25.0,3240
70,132.2,25.0,3304
71,133.12,25.0,3328
72,133.84,25.0,3346
73,135.48,25.0,3386
74,137.72,25.0,3443
75,138.24,25.0,3456
76,142.76,25.0,3569
77,143.36,25.0,3584
78,144.52,25.0,3613
79,147.6,25.0,3690
80,148.48,25.0,3711
81,150.16,25.0,3754
82,152.92,25.0,3822
83,153.6,25.0,3840
84,155.12,25.0,3878
85,158.72,25.0,3968
86,159.04,25.0,3976
87,162.24,25.0,4056
88,163.84,25.0,4096
89,164.28,25.0,4107
90,166.48,25.0,4162
91,168.96,25.0,4224
92,170.68,25.0,4267
93,174.08,25.0,4352
94,175.32,25.0,4383
95,178.44,25.0,4461
96,179.2,25.0,4480
97,180.84,25.0,4521
98,182.32,25.0,4558
99,184.32,25.0,4608
100,184.4,25.0,4610
101,187.04,25.0,4676
102,189.44,25.0,4736
103,190.52,25.0,4763
104,193.44,25.0,4836
105,194.56,25.0,4864
106,197.72,25.0,4943
107,199.68,25.0,4992
108,200.0,25.0,5000
109,201.64,25.0,5041
110,204.8,25.0,5120
111,205.84,25.0,5146
112,208.52,25.0,5213
113,209.92,25.0,5248
114,211.8,25.0,5295
115,215.04,25.0,5376
116,220.04,25.0,5501
117,220.16,25.0,5504
118,224.72,25.0,5618
119,225.28,25.0,5632
120,228.44,25.0,5711
121,230.4,25.0,5760
122,232.04,25.0,5801
123,235.52,25.0,5888
124,238.04,25.0,5951
125,240.64,25.0,6016
126,242.8,25.0,6070
127,244.8,25.0,6120
128,245.76,25.0,6144
129,247.56,25.0,6189
130,249.92,25.0,6248
131,250.88,25.0,6272
132,253.76,25.0,6344
133,256.0,25.0,6400
134,256.4,25.0,6409
135,259.8,25.0,6495
136,261.12,25.0,6528
137,266.24,25.0,6656
138,271.36,25.0,6784
139,276.08,25.0,6902
140,276.48,25.0,6912
141,278.16,25.0,6954
142,281.6,25.0,7040
143,284.68,25.0,7117
144,286.72,25.0,7168
145,291.84,25.0,7295
146,293.12,25.0,7328
147,296.96,25.0,7423
148,299.32,25.0,7483
149,302.08,25.0,7552
150,306.8,25.0,7670
151,307.2,25.0,7680
152,312.32,25.0,7808
153,314.8,25.0,7870
154,317.44,25.0,7936
155,322.56,25.0,8064
