n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.84,25.0,21
3,3.12,25.0,78
4,3.32,25.0,83
5,3.52,25.0,88
6,4.96,25.0,124
7,6.6,25.0,165
8,6.64,25.0,166
9,8.96,25.0,224
10,9.92,25.0,248
11,12.0,25.0,300
12,14.88,25.0,372
13,15.76,25.0,394
14,19.84,25.0,496
15,22.88,25.0,572
16,24.8,25.0,620
17,27.24,25.0,681
18,29.76,25.0,744
19,34.48,25.0,861
20,34.72,25.0,868
21,39.68,25.0,992
22,44.64,25.0,1116
23,49.6,25.0,1240
24,52.16,25.0,1304
25,53.84,25.0,1346
26,54.56,25.0,1364
27,59.16,25.0,1479
28,59.52,25.0,1488
29,61.32,25.0,1533
30,64.48,25.0,1612
31,66.12,25.0,1653
32,68.48,25.0,1712
33,69.44,25.0,1736
34,70.92,25.0,1773
35,74.4,25.0,1860
36,76.64,25.0,1916
37,79.08,25.0,1977
38,79.36,25.0,1984
39,82.12,25.0,2053
40,84.32,25.0,2108
41,84.6,25.0,2115
42,88.6,25.0,2215
43,89.28,25.0,2232
44,91.84,25.0,2296
45,94.24,25.0,2356
46,94.4,25.0,2360
47,98.56,25.0,2464
48,99.2,25.0,2480
49,100.44,25.0,2511
50,104.16,25.0,2604
51,105.92,25.0,2648
52,109.12,25.0,2728
53,109.36,25.0,2734
54,114.08,25.0,2852
55,117.72,25.0,2943
56,119.04,25.0,2976
57,124.0,25.0,3100
58,124.4,25.0,3110
59,126.0,25.0,3150
60,128.96,25.0,3224
61,129.68,25.0,3242
62,133.12,25.0,3328
63,133.92,25.0,3347
64,136.12,25.0,3403
65,138.88,25.0,3472
66,140.0,25.0,3500
67,142.28,25.0,3557
68,143.84,25.0,3596
69,145.48,25.0,3636
70,148.8,25.0,3720
71,150.0,25.0,3750
72,153.76,25.0,3844
73,154.2,25.0,3854
74,157.08,25.0,3927
75,158.72,25.0,3968
76,159.52,25.0,3988
77,162.04,25.0,4051
78,163.68,25.0,4092
79,164.92,25.0,4123
80,166.84,25.0,4171
81,168.64,25.0,4216
82,169.6,25.0,4240
83,171.84,25.0,4296
84,173.6,25.0,4340
85,174.92,25.0,4373
86,177.16,25.0,4429
87,178.56,25.0,4464
88,181.4,25.0,4535
89,183.52,25.0,4588
90,185.92,25.0,4648
91,188.48,25.0,4712
92,191.36,25.0,4784
93,193.44,25.0,4836
94,198.4,25.0,4960
95,200.16,25.0,5004
96,202.16,25.0,5054
97,203.36,25.0,5084
98,204.32,25.0,5108
99,208.32,25.0,5208
100,212.28,25.0,5307
101,213.28,25.0,5332
102,215.16,25.0,5379
103,218.24,25.0,5456
104,221.12,25.0,5528
105,223.2,25.0,5580
106,226.56,25.0,5664
107,228.16,25.0,5704
108,232.84,25.0,5821
109,233.12,25.0,5828
110,235.24,25.0,5881
111,237.92,25.0,5948
112,238.08,25.0,5952
113,240.64,25.0,6016
114,243.04,25.0,6076
115,243.72,25.0,6093
116,247.04,25.0,6176
117,248.0,25.0,6200
118,249.96,25.0,6249
119,252.96,25.0,6324
120,257.92,25.0,6448
121,259.44,25.0,6486
122,262.88,25.0,6572
123,265.36,25.0,6634
124,267.84,25.0,6695
125,269.6,25.0,6740
126,272.8,25.0,6820
127,277.76,25.0,6944
128,278.68,25.0,6967
129,282.72,25.0,7068
130,287.68,25.0,7192
131,287.88,25.0,7197
132,292.52,25.0,7313
133,292.64,25.0,7316
134,297.6,25.0,7440
135,299.2,25.0,7480
136,302.56,25.0,7564
137,307.52,25.0,7688
138,309.08,25.0,7727
139,312.48,25.0,7812
140,317.44,25.0,7936
