n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.84,25.0,21
3,2.24,25.0,56
4,2.44,25.0,61
5,3.12,25.0,78
6,3.32,25.0,83
7,3.52,25.0,88
8,5.12,25.0,128
9,6.6,25.0,165
10,6.64,25.0,166
11,8.96,25.0,224
12,10.24,25.0,256
13,12.0,25.0,300
14,15.36,25.0,384
15,18.0,25.0,450
16,20.48,25.0,512
17,21.04,25.0,526
18,24.68,25.0,617
19,25.6,25.0,640
20,29.12,25.0,728
21,30.72,25.0,768
22,32.08,25.0,802
23,34.72,25.0,868
24,35.84,25.0,896
25,38.28,25.0,957
26,40.28,25.0,1007
27,40.96,25.0,1024
28,43.2,25.0,1080
29,46.08,25.0,1152
30,51.2,25.0,1280
31,52.12,25.0,1303
32,56.32,25.0,1408
33,59.12,25.0,1478
34,61.44,25.0,1536
35,65.36,25.0,1634
36,66.56,25.0,1664
37,67.32,25.0,1682
38,70.2,25.0,1755
39,71.44,25.0,1786
40,71.68,25.0,1792
41,72.4,25.0,1810
42,74.48,25.0,1862
43,76.8,25.0,1920
44,77.96,25.0,1948
45,81.92,25.0,2048
46,82.44,25.0,2061
47,84.16,25.0,2104
48,85.92,25.0,2148
49,87.04,25.0,2176
50,90.08,25.0,2252
51,92.16,25.0,2304
52,93.08,25.0,2327
53,94.92,25.0,2373
54,96.84,25.0,2421
55,97.28,25.0,2432
56,102.4,25.0,2560
57,103.84,25.0,2596
58,105.12,25.0,2628
59,107.28,25.0,2682
60,107.52,25.0,2688
61,109.56,25.0,2739
62,112.16,25.0,2804
63,112.64,25.0,2816
64,114.8,25.0,2870
65,117.24,25.0,2931
66,117.76,25.0,2944
67,122.56,25.0,3064
68,122.88,25.0,3072
69,127.6,25.0,3190
70,128.0,25.0,3200
71,129.88,25.0,3247
72,132.08,25.0,3302
73,133.12,25.0,3328
74,137.48,25.0,3436
75,138.24,25.0,3456
76,140.44,25.0,3511
77,142.0,25.0,3550
78,143.36,25.0,3584
79,145.64,25.0,3640
80,148.48,25.0,3711
81,150.96,25.0,3774
82,152.84,25.0,3821
83,153.6,25.0,3840
84,155.96,25.0,3899
85,157.64,25.0,3940
86,158.72,25.0,3968
87,161.72,25.0,4043
88,163.84,25.0,4096
89,164.52,25.0,4113
90,166.24,25.0,4156
91,168.96,25.0,4224
92,169.72,25.0,4243
93,172.84,25.0,4321
94,174.08,25.0,4352
95,179.2,25.0,4480
96,180.2,25.0,4505
97,181.52,25.0,4538
98,184.12,25.0,4603
99,184.32,25.0,4608
100,186.28,25.0,4657
101,189.44,25.0,4736
102,193.08,25.0,4827
103,194.56,25.0,4864
104,198.36,25.0,4959
105,199.68,25.0,4992
106,204.8,25.0,5120
107,206.16,25.0,5154
108,208.16,25.0,5204
109,209.52,25.0,5238
110,209.92,25.0,5248
111,210.68,25.0,5267
112,213.32,25.0,5333
113,215.04,25.0,5376
114,218.08,25.0,5452
115,220.16,25.0,5504
116,225.28,25.0,5632
117,226.04,25.0,5651
118,229.0,25.0,5725
119,230.4,25.0,5760
120,234.24,25.0,5856
121,235.52,25.0,5888
122,236.72,25.0,5918
123,240.64,25.0,6016
124,245.48,25.0,6137
125,245.76,25.0,6144
126,248.12,25.0,6203
127,249.44,25.0,6236
128,250.88,25.0,6272
129,256.0,25.0,6400
130,256.64,25.0,6416
131,259.8,25.0,6495
132,261.12,25.0,6528
133,263.12,25.0,6578
134,266.24,25.0,6656
135,266.48,25.0,6662
136,271.36,25.0,6784
137,271.52,25.0,6788
138,275.28,25.0,6881
139,276.48,25.0,6912
140,280.64,25.0,7016
141,281.6,25.0,7040
142,285.04,25.0,7126
143,286.72,25.0,7168
144,291.84,25.0,7295
145,291.88,25.0,7297
146,296.96,25.0,7423
147,302.08,25.0,7552
