n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.84,25.0,21
3,1.32,25.0,33
4,2.24,25.0,56
5,2.44,25.0,61
6,3.12,25.0,78
7,3.32,25.0,83
8,3.52,25.0,88
9,5.12,25.0,128
10,6.6,25.0,165
11,6.64,25.0,166
12,8.96,25.0,224
13,10.24,25.0,256
14,12.0,25.0,300
15,15.36,25.0,384
16,15.48,25.0,387
17,19.16,25.0,479
18,20.24,25.0,505
19,20.48,25.0,512
20,21.2,25.0,530
21,22.92,25.0,573
22,24.64,25.0,616
23,25.6,25.0,640
24,27.28,25.0,682
25,30.56,25.0,764
26,30.72,25.0,768
27,34.68,25.0,867
28,35.84,25.0,896
29,36.68,25.0,917
30,40.96,25.0,1024
31,41.04,25.0,1026
32,46.08,25.0,1152
33,49.96,25.0,1249
34,51.2,25.0,1280
35,56.32,25.0,1408
36,57.0,25.0,1425
37,61.44,25.0,1536
38,63.2,25.0,1580
39,66.56,25.0,1664
40,67.72,25.0,1693
41,69.76,25.0,1744
42,71.44,25.0,1786
43,71.68,25.0,1792
44,73.4,25.0,1835
45,74.4,25.0,1860
46,75.36,25.0,1884
47,76.48,25.0,1912
48,76.8,25.0,1920
49,81.92,25.0,2048
50,84.68,25.0,2117
51,86.24,25.0,2156
52,87.04,25.0,2176
53,88.2,25.0,2205
54,90.76,25.0,2269
55,92.16,25.0,2304
56,92.6,25.0,2315
57,95.76,25.0,2394
58,97.28,25.0,2432
59,98.76,25.0,2469
60,100.76,25.0,2519
61,102.4,25.0,2560
62,103.08,25.0,2577
63,104.88,25.0,2622
64,107.52,25.0,2688
65,109.0,25.0,2725
66,110.44,25.0,2761
67,112.04,25.0,2801
68,112.64,25.0,2816
69,113.8,25.0,2845
70,114.92,25.0,2873
71,116.16,25.0,2904
72,117.76,25.0,2944
73,118.28,25.0,2957
74,119.92,25.0,2998
75,121.92,25.0,3048
76,122.88,25.0,3072
77,123.52,25.0,3088
78,125.48,25.0,3137
79,127.72,25.0,3193
80,128.0,25.0,3200
81,130.44,25.0,3261
82,131.72,25.0,3293
83,133.12,25.0,3328
84,133.28,25.0,3332
85,137.0,25.0,3425
86,138.24,25.0,3456
87,139.12,25.0,3478
88,141.32,25.0,3533
89,142.32,25.0,3558
90,143.36,25.0,3584
91,143.48,25.0,3586
92,144.88,25.0,3622
93,146.24,25.0,3656
94,148.48,25.0,3711
95,149.88,25.0,3747
96,152.36,25.0,3809
97,153.6,25.0,3840
98,153.68,25.0,3842
99,155.92,25.0,3897
100,157.6,25.0,3940
101,158.72,25.0,3968
102,159.64,25.0,3990
103,161.2,25.0,4029
104,163.36,25.0,4084
105,163.84,25.0,4096
106,166.44,25.0,4161
107,167.12,25.0,4178
108,168.96,25.0,4224
109,170.88,25.0,4272
110,174.08,25.0,4352
111,177.24,25.0,4431
112,179.2,25.0,4480
113,180.0,25.0,4500
114,182.36,25.0,4559
115,183.76,25.0,4594
116,184.32,25.0,4608
117,184.96,25.0,4624
118,187.4,25.0,4685
119,189.44,25.0,4736
120,190.52,25.0,4763
121,193.28,25.0,4832
122,194.56,25.0,4864
123,199.32,25.0,4983
124,199.68,25.0,4992
125,201.32,25.0,5033
126,202.84,25.0,5071
127,204.64,25.0,5116
128,204.8,25.0,5120
129,207.28,25.0,5182
130,208.96,25.0,5224
131,209.92,25.0,5248
132,211.68,25.0,5292
133,212.84,25.0,5321
134,215.04,25.0,5376
135,216.4,25.0,5410
136,220.0,25.0,5500
137,220.16,25.0,5504
138,220.64,25.0,5516
139,224.88,25.0,5622
140,225.28,25.0,5632
141,229.12,25.0,5728
142,230.4,25.0,5760
143,231.0,25.0,5775
144,232.56,25.0,5814
145,233.96,25.0,5849
146,235.52,25.0,5888
147,235.92,25.0,5898
148,237.88,25.0,5947
149,239.4,25.0,5985
150,240.64,25.0,6016
151,240.96,25.0,6024
152,242.04,25.0,6051
153,244.44,25.0,6111
154,245.76,25.0,6144
155,246.44,25.0,6161
156,247.32,25.0,6183
157,248.76,25.0,6219
158,250.36,25.0,6259
159,250.88,25.0,6272
160,252.04,25.0,6301
161,253.44,25.0,6336
162,255.88,25.0,6397
163,256.0,25.0,6400
164,258.08,25.0,6452
165,260.6,25.0,6515
166,261.12,25.0,6528
167,262.92,25.0,6573
168,266.24,25.0,6656
169,266.28,25.0,6656
170,271.36,25.0,6784
171,273.28,25.0,6831
172,276.48,25.0,6912
173,281.6,25.0,7040
174,281.76,25.0,7044
175,286.72,25.0,7168
176,291.84,25.0,7295
177,292.84,25.0,7320
178,296.96,25.0,7423
179,299.6,25.0,7490
180,302.08,25.0,7552
181,307.2,25.0,7680
182,312.32,25.0,7808
183,317.44,25.0,7936
184,322.56,25.0,8064
185,323.48,25.0,8087
186,326.36,25.0,8159
187,327.68,25.0,8192
188,332.8,25.0,8320
189,337.92,25.0,8448
