n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.84,25.0,21
3,2.44,25.0,61
4,3.12,25.0,78
5,4.96,25.0,124
6,6.64,25.0,166
7,10.0,25.0,250
8,12.0,25.0,300
9,14.16,25.0,354
10,14.96,25.0,374
11,17.88,25.0,447
12,20.0,25.0,500
13,24.76,25.0,619
14,24.96,25.0,624
15,30.0,25.0,750
16,31.04,25.0,776
17,32.72,25.0,818
18,34.96,25.0,874
19,38.76,25.0,969
20,40.0,25.0,1000
21,43.04,25.0,1076
22,44.96,25.0,1124
23,47.4,25.0,1185
24,49.36,25.0,1234
25,50.0,25.0,1250
26,51.36,25.0,1284
27,54.96,25.0,1374
28,55.68,25.0,1392
29,60.0,25.0,1500
30,64.68,25.0,1617
31,64.96,25.0,1623
32,70.0,25.0,1750
33,71.64,25.0,1791
34,74.96,25.0,1873
35,78.4,25.0,1960
36,80.0,25.0,2000
37,81.08,25.0,2027
38,83.84,25.0,2096
39,84.96,25.0,2124
40,86.36,25.0,2159
41,89.32,25.0,2233
42,90.0,25.0,2250
43,91.84,25.0,2296
44,94.96,25.0,2374
45,99.0,25.0,2475
46,100.0,25.0,2500
47,102.8,25.0,2570
48,104.96,25.0,2624
49,108.88,25.0,2722
50,110.0,25.0,2750
51,111.68,25.0,2792
52,114.96,25.0,2874
53,116.76,25.0,2919
54,120.0,25.0,3000
55,121.24,25.0,3031
56,122.96,25.0,3074
57,124.96,25.0,3124
58,126.96,25.0,3174
59,130.0,25.0,3250
60,131.68,25.0,3292
61,133.72,25.0,3343
62,134.96,25.0,3374
63,138.4,25.0,3460
64,140.0,25.0,3500
65,141.96,25.0,3549
66,144.36,25.0,3609
67,144.96,25.0,3624
68,146.44,25.0,3661
69,150.0,25.0,3750
70,154.64,25.0,3865
71,154.96,25.0,3874
72,159.0,25.0,3975
73,160.0,25.0,4000
74,163.56,25.0,4089
75,164.96,25.0,4124
76,167.84,25.0,4196
77,170.0,25.0,4250
78,174.96,25.0,4374
79,176.4,25.0,4410
80,180.0,25.0,4500
81,181.12,25.0,4528
82,184.96,25.0,4624
83,186.56,25.0,4664
84,190.0,25.0,4750
85,192.52,25.0,4813
86,194.96,25.0,4874
87,196.72,25.0,4918
88,199.24,25.0,4981
89,200.0,25.0,5000
90,203.88,25.0,5097
91,204.96,25.0,5124
92,207.56,25.0,5189
93,210.0,25.0,5250
94,213.12,25.0,5328
95,214.96,25.0,5374
96,215.84,25.0,5396
97,218.04,25.0,5451
98,220.0,25.0,5500
99,224.96,25.0,5624
100,226.32,25.0,5658
101,230.0,25.0,5750
102,233.4,25.0,5835
103,234.96,25.0,5874
104,236.72,25.0,5918
105,238.72,25.0,5968
106,240.0,25.0,6000
107,243.96,25.0,6099
108,244.96,25.0,6124
109,248.12,25.0,6203
110,250.0,25.0,6250
111,251.56,25.0,6289
112,254.2,25.0,6355
113,254.96,25.0,6374
114,259.2,25.0,6480
115,260.0,25.0,6500
116,262.24,25.0,6556
117,264.96,25.0,6623
118,267.76,25.0,6694
119,270.0,25.0,6750
120,272.0,25.0,6800
121,274.24,25.0,6856
122,274.96,25.0,6873
123,278.4,25.0,6959
124,280.0,25.0,7000
125,283.36,25.0,7084
126,284.96,25.0,7123
127,288.4,25.0,7209
128,290.0,25.0,7250
129,293.84,25.0,7345
130,294.96,25.0,7373
131,300.0,25.0,7500
