n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.84,25.0,21
3,1.28,25.0,32
4,1.32,25.0,33
5,3.12,25.0,78
6,3.32,25.0,83
7,3.52,25.0,88
8,5.12,25.0,128
9,6.56,25.0,164
10,6.6,25.0,165
11,6.64,25.0,166
12,8.96,25.0,224
13,10.24,25.0,256
14,12.0,25.0,300
15,15.36,25.0,384
16,16.92,25.0,423
17,20.48,25.0,512
18,25.6,25.0,640
19,26.4,25.0,660
20,30.72,25.0,768
21,33.64,25.0,841
22,35.84,25.0,896
23,40.96,25.0,1024
24,42.96,25.0,1074
25,44.68,25.0,1117
26,46.08,25.0,1152
27,47.8,25.0,1195
28,50.12,25.0,1253
29,51.2,25.0,1280
30,53.6,25.0,1340
31,56.12,25.0,1403
32,56.32,25.0,1408
33,58.2,25.0,1455
34,61.44,25.0,1536
35,63.24,25.0,1581
36,66.56,25.0,1664
37,67.72,25.0,1693
38,71.68,25.0,1792
39,73.0,25.0,1825
40,76.32,25.0,1907
41,76.8,25.0,1920
42,80.48,25.0,2012
43,81.92,25.0,2048
44,84.76,25.0,2119
45,87.04,25.0,2176
46,88.04,25.0,2201
47,92.16,25.0,2304
48,96.8,25.0,2420
49,97.28,25.0,2432
50,99.52,25.0,2488
51,102.4,25.0,2560
52,102.68,25.0,2567
53,106.96,25.0,2674
54,107.52,25.0,2688
55,111.96,25.0,2799
56,112.64,25.0,2816
57,116.32,25.0,2908
58,117.76,25.0,2944
59,120.0,25.0,3000
60,122.08,25.0,3052
61,122.88,25.0,3072
62,124.64,25.0,3116
63,127.16,25.0,3179
64,128.0,25.0,3200
65,130.88,25.0,3272
66,133.12,25.0,3328
67,133.48,25.0,3336
68,135.72,25.0,3393
69,138.0,25.0,3450
70,138.24,25.0,3456
71,141.04,25.0,3526
72,142.64,25.0,3565
73,143.36,25.0,3584
74,147.08,25.0,3677
75,148.48,25.0,3711
76,149.56,25.0,3739
77,152.96,25.0,3824
78,153.6,25.0,3840
79,154.6,25.0,3865
80,156.84,25.0,3921
81,158.72,25.0,3968
82,159.64,25.0,3990
83,162.96,25.0,4074
84,163.84,25.0,4096
85,164.88,25.0,4122
86,168.2,25.0,4205
87,168.96,25.0,4224
88,170.6,25.0,4265
89,174.08,25.0,4352
90,179.2,25.0,4480
91,179.56,25.0,4489
92,182.6,25.0,4565
93,184.32,25.0,4608
94,185.76,25.0,4644
95,188.04,25.0,4701
96,189.44,25.0,4736
97,192.32,25.0,4808
98,194.56,25.0,4864
99,196.44,25.0,4911
100,199.68,25.0,4992
101,200.44,25.0,5011
102,204.08,25.0,5102
103,204.8,25.0,5120
104,207.84,25.0,5196
105,209.92,25.0,5248
106,213.0,25.0,5325
107,215.04,25.0,5376
108,216.36,25.0,5409
109,219.6,25.0,5490
110,220.16,25.0,5504
111,222.4,25.0,5560
112,225.28,25.0,5632
113,227.16,25.0,5679
114,229.28,25.0,5732
115,230.4,25.0,5760
116,231.6,25.0,5790
117,233.24,25.0,5831
118,235.52,25.0,5888
119,237.12,25.0,5928
120,239.6,25.0,5990
121,240.64,25.0,6016
122,244.2,25.0,6105
123,245.76,25.0,6144
124,249.12,25.0,6228
125,250.88,25.0,6272
126,252.92,25.0,6323
127,254.96,25.0,6374
128,256.0,25.0,6400
129,258.28,25.0,6456
130,260.28,25.0,6506
131,261.12,25.0,6528
132,265.04,25.0,6626
133,266.24,25.0,6656
134,270.0,25.0,6750
135,271.36,25.0,6784
136,272.08,25.0,6802
137,276.48,25.0,6912
138,276.84,25.0,6920
139,280.56,25.0,7014
140,281.6,25.0,7040
141,282.64,25.0,7066
142,286.72,25.0,7168
143,287.8,25.0,7195
144,291.84,25.0,7295
145,296.08,25.0,7402
146,296.96,25.0,7423
147,301.8,25.0,7545
148,302.08,25.0,7552
149,306.96,25.0,7673
150,307.2,25.0,7680
151,312.32,25.0,7808
152,316.72,25.0,7918
153,317.44,25.0,7936
154,322.56,25.0,8064
155,327.68,25.0,8192
