n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,2.68,25.0,67
3,6.0,25.0,150
4,12.0,25.0,300
5,18.0,25.0,450
6,24.0,25.0,600
7,30.0,25.0,750
8,36.0,25.0,900
9,42.0,25.0,1050
10,48.0,25.0,1200
11,54.0,25.0,1350
12,60.0,25.0,1500
13,66.0,25.0,1650
14,72.0,25.0,1800
15,78.0,25.0,1950
16,84.0,25.0,2100
17,90.0,25.0,2250
18,96.0,25.0,2400
19,102.0,25.0,2550
20,108.0,25.0,2700
21,114.0,25.0,2850
22,120.0,25.0,3000
23,126.0,25.0,3150
24,132.0,25.0,3300
25,138.0,25.0,3450
26,144.0,25.0,3600
27,150.0,25.0,3750
28,156.0,25.0,3900
29,162.0,25.0,4050
30,168.0,25.0,4200
31,174.0,25.0,4350
32,180.0,25.0,4500
33,186.0,25.0,4650
34,192.0,25.0,4800
35,198.0,25.0,4950
36,204.0,25.0,5100
37,210.0,25.0,5250
38,216.0,25.0,5400
39,222.0,25.0,5550
40,228.0,25.0,5700
41,234.0,25.0,5850
42,240.0,25.0,6000
43,246.0,25.0,6150
44,252.0,25.0,6300
45,258.0,25.0,6450
46,264.0,25.0,6600
47,270.0,25.0,6750
48,276.0,25.0,6900
49,282.0,25.0,7050
50,288.0,25.0,7200
51,294.0,25.0,7350
52,300.0,25.0,7500
53,306.0,25.0,7650
54,312.0,25.0,7800
55,318.0,25.0,7950
56,324.0,25.0,8100
57,330.0,25.0,8250
58,336.0,25.0,8400
59,342.0,25.0,8550
60,348.0,25.0,8700
61,354.0,25.0,8850
62,360.0,25.0,9000
63,366.0,25.0,9150
64,372.0,25.0,9300
65,378.0,25.0,9450
66,384.0,25.0,9600
67,390.0,25.0,9750
68,396.0,25.0,9900
69,402.0,25.0,10050
70,408.0,25.0,10200
71,414.0,25.0,10350
72,420.0,25.0,10500
73,426.0,25.0,10650
74,432.0,25.0,10800
75,438.0,25.0,10950
76,444.0,25.0,11100
77,450.0,25.0,11250
78,456.0,25.0,11400
79,462.0,25.0,11550
80,468.0,25.0,11700
81,474.0,25.0,11850
82,480.0,25.0,12000
83,486.0,25.0,12150
84,492.0,25.0,12300
85,498.0,25.0,12450
86,504.0,25.0,12600
87,510.0,25.0,12750
88,516.0,25.0,12900
89,522.0,25.0,13050
90,528.0,25.0,13200
91,534.0,25.0,13350
92,540.0,25.0,13500
93,545.52,25.0,13638
94,545.6,25.0,13640
95,546.0,25.0,13650
96,546.64,25.0,13666
97,546.68,25.0,13666
98,547.92,25.0,13697
99,549.72,25.0,13743
100,550.44,25.0,13761
101,551.12,25.0,13778
102,551.84,25.0,13796
103,552.0,25.0,13800
104,552.8,25.0,13819
105,553.52,25.0,13838
106,553.56,25.0,13838
107,553.64,25.0,13841
108,553.68,25.0,13841
109,554.64,25.0,13866
110,554.68,25.0,13866
111,556.04,25.0,13901
112,557.2,25.0,13930
113,558.0,25.0,13950
114,558.32,25.0,13958
115,559.8,25.0,13994
116,561.12,25.0,14028
117,562.36,25.0,14059
118,563.72,25.0,14093
119,563.76,25.0,14094
120,564.0,25.0,14100
121,565.36,25.0,14134
122,566.08,25.0,14152
123,566.76,25.0,14169
124,566.92,25.0,14172
125,568.12,25.0,14203
126,569.36,25.0,14234
127,569.4,25.0,14235
128,570.0,25.0,14250
129,570.64,25.0,14266
130,572.12,25.0,14303
131,573.64,25.0,14341
132,573.68,25.0,14341
133,573.8,25.0,14344
134,573.84,25.0,14346
135,575.64,25.0,14391
136,576.0,25.0,14400
137,579.16,25.0,14479
138,581.36,25.0,14534
139,582.0,25.0,14550
140,583.72,25.0,14593
141,584.8,25.0,14619
142,585.8,25.0,14644
143,587.52,25.0,14688
