n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,2.72,25.0,68
3,6.0,25.0,150
4,12.0,25.0,300
5,18.0,25.0,450
6,24.0,25.0,600
7,30.0,25.0,750
8,36.0,25.0,900
9,42.0,25.0,1050
10,45.4,25.0,1135
11,48.0,25.0,1200
12,54.0,25.0,1350
13,58.2,25.0,1455
14,58.24,25.0,1456
15,58.28,25.0,1457
16,58.32,25.0,1458
17,58.36,25.0,1459
18,58.44,25.0,1461
19,60.0,25.0,1500
20,61.68,25.0,1542
21,64.44,25.0,1611
22,64.48,25.0,1612
23,64.56,25.0,1614
24,64.6,25.0,1614
25,64.68,25.0,1617
26,64.72,25.0,1618
27,64.8,25.0,1620
28,64.84,25.0,1621
29,64.92,25.0,1623
30,66.0,25.0,1650
31,69.24,25.0,1730
32,69.28,25.0,1732
33,69.32,25.0,1732
34,69.36,25.0,1734
35,70.88,25.0,1772
36,70.92,25.0,1773
37,71.0,25.0,1775
38,71.04,25.0,1776
39,71.08,25.0,1777
40,71.12,25.0,1778
41,72.0,25.0,1800
42,72.84,25.0,1821
43,74.4,25.0,1860
44,75.92,25.0,1898
45,77.36,25.0,1934
46,78.0,25.0,1950
47,78.76,25.0,1969
48,80.16,25.0,2004
49,82.88,25.0,2072
50,84.0,25.0,2100
51,84.24,25.0,2106
52,86.64,25.0,2166
53,86.68,25.0,2167
54,86.72,25.0,2168
55,86.76,25.0,2169
56,88.56,25.0,2214
57,90.0,25.0,2250
58,92.04,25.0,2301
59,92.4,25.0,2310
60,93.6,25.0,2340
61,93.64,25.0,2341
62,95.32,25.0,2383
63,95.36,25.0,2384
64,96.0,25.0,2400
65,97.4,25.0,2435
66,97.48,25.0,2437
67,98.68,25.0,2467
68,98.72,25.0,2468
69,98.76,25.0,2469
70,98.96,25.0,2474
71,99.0,25.0,2475
72,99.04,25.0,2476
73,100.2,25.0,2505
74,101.52,25.0,2538
75,101.56,25.0,2539
76,102.0,25.0,2550
77,103.16,25.0,2579
78,103.2,25.0,2580
79,104.72,25.0,2618
80,108.0,25.0,2700
81,114.0,25.0,2850
82,118.2,25.0,2955
83,120.0,25.0,3000
84,126.0,25.0,3150
85,132.0,25.0,3300
86,138.0,25.0,3450
87,144.0,25.0,3600
88,150.0,25.0,3750
89,156.0,25.0,3900
90,162.0,25.0,4050
91,168.0,25.0,4200
92,174.0,25.0,4350
93,180.0,25.0,4500
94,186.0,25.0,4650
95,192.0,25.0,4800
96,198.0,25.0,4950
97,204.0,25.0,5100
98,210.0,25.0,5250
99,216.0,25.0,5400
100,222.0,25.0,5550
101,228.0,25.0,5700
102,234.0,25.0,5850
103,240.0,25.0,6000
104,246.0,25.0,6150
105,252.0,25.0,6300
106,258.0,25.0,6450
107,264.0,25.0,6600
108,270.0,25.0,6750
109,276.0,25.0,6900
110,282.0,25.0,7050
111,288.0,25.0,7200
112,294.0,25.0,7350
113,300.0,25.0,7500
114,306.0,25.0,7650
115,312.0,25.0,7800
116,318.0,25.0,7950
117,324.0,25.0,8100
118,330.0,25.0,8250
119,336.0,25.0,8400
120,342.0,25.0,8550
121,348.0,25.0,8700
122,354.0,25.0,8850
123,360.0,25.0,9000
124,366.0,25.0,9150
125,372.0,25.0,9300
126,378.0,25.0,9450
127,384.0,25.0,9600
128,390.0,25.0,9750
129,396.0,25.0,9900
130,402.0,25.0,10050
131,408.0,25.0,10200
132,414.0,25.0,10350
133,420.0,25.0,10500
134,426.0,25.0,10650
135,432.0,25.0,10800
136,438.0,25.0,10950
137,444.0,25.0,11100
138,450.0,25.0,11250
139,456.0,25.0,11400
140,462.0,25.0,11550
141,468.0,25.0,11700
142,474.0,25.0,11850
143,480.0,25.0,12000
144,486.0,25.0,12150
145,492.0,25.0,12300
146,498.0,25.0,12450
147,504.0,25.0,12600
148,510.0,25.0,12750
149,516.0,25.0,12900
150,522.0,25.0,13050
151,528.0,25.0,13200
152,534.0,25.0,13350
153,540.0,25.0,13500
154,546.0,25.0,13650
155,552.0,25.0,13800
156,558.0,25.0,13950
157,564.0,25.0,14100
158,570.0,25.0,14250
159,576.0,25.0,14400
160,582.0,25.0,14550
161,588.0,25.0,14700
162,594.0,25.0,14850
163,600.0,25.0,15000
164,606.0,25.0,15150
165,612.0,25.0,15300
166,618.0,25.0,15450
167,624.0,25.0,15600
168,630.0,25.0,15750
169,636.0,25.0,15900
170,642.0,25.0,16050
171,648.0,25.0,16200
172,654.0,25.0,16350
173,660.0,25.0,16500
174,666.0,25.0,16650
175,672.0,25.0,16800
176,678.0,25.0,16950
177,684.0,25.0,17100
178,690.0,25.0,17250
179,696.0,25.0,17400
180,702.0,25.0,17550
181,708.0,25.0,17700
182,714.0,25.0,17850
183,720.0,25.0,18000
184,726.0,25.0,18150
185,732.0,25.0,18300
186,738.0,25.0,18450
187,744.0,25.0,18600
188,750.0,25.0,18750
189,756.0,25.0,18900
190,762.0,25.0,19050
191,768.0,25.0,19200
192,774.0,25.0,19350
193,780.0,25.0,19500
194,786.0,25.0,19650
195,792.0,25.0,19800
196,798.0,25.0,19950
197,804.0,25.0,20100
198,810.0,25.0,20250
199,816.0,25.0,20400
200,822.0,25.0,20550
201,828.0,25.0,20700
202,834.0,25.0,20850
203,840.0,25.0,21000
204,846.0,25.0,21150
205,852.0,25.0,21300
206,858.0,25.0,21450
207,864.0,25.0,21600
208,870.0,25.0,21750
209,876.0,25.0,21900
210,882.0,25.0,22050
211,888.0,25.0,22200
212,894.0,25.0,22350
213,900.0,25.0,22500
214,906.0,25.0,22650
215,912.0,25.0,22800
216,918.0,25.0,22950
217,924.0,25.0,23100
218,930.0,25.0,23250
219,936.0,25.0,23400
220,942.0,25.0,23550
221,947.24,25.0,23681
222,948.0,25.0,23700
223,954.0,25.0,23850
224,955.68,25.0,23892
225,957.4,25.0,23935
226,960.0,25.0,24000
227,962.92,25.0,24073
228,964.6,25.0,24115
229,965.84,25.0,24146
230,966.0,25.0,24150
231,966.72,25.0,24168
232,967.76,25.0,24194
233,968.52,25.0,24213
234,972.0,25.0,24300
235,973.56,25.0,24339
236,975.64,25.0,24391
237,977.56,25.0,24439
238,978.0,25.0,24450
239,978.32,25.0,24458
240,979.68,25.0,24492
241,981.88,25.0,24547
242,984.0,25.0,24600
243,985.64,25.0,24641
244,985.68,25.0,24642
245,987.76,25.0,24694
246,990.0,25.0,24750
247,993.6,25.0,24840
248,994.8,25.0,24870
249,995.8,25.0,24895
250,996.0,25.0,24900
251,1002.0,25.0,25050
252,1006.88,25.0,25172
253,1008.0,25.0,25200
254,1008.52,25.0,25213
255,1012.96,25.0,25324
256,1014.0,25.0,25350
257,1015.64,25.0,25391
258,1016.32,25.0,25408
259,1017.4,25.0,25435
260,1020.0,25.0,25500
261,1026.0,25.0,25650
262,1027.04,25.0,25676
