n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,2.68,25.0,67
3,6.0,25.0,150
4,12.0,25.0,300
5,18.0,25.0,450
6,24.0,25.0,600
7,30.0,25.0,750
8,36.0,25.0,900
9,42.0,25.0,1050
10,48.0,25.0,1200
11,54.0,25.0,1350
12,60.0,25.0,1500
13,66.0,25.0,1650
14,72.0,25.0,1800
15,78.0,25.0,1950
16,84.0,25.0,2100
17,90.0,25.0,2250
18,96.0,25.0,2400
19,102.0,25.0,2550
20,108.0,25.0,2700
21,114.0,25.0,2850
22,120.0,25.0,3000
23,126.0,25.0,3150
24,132.0,25.0,3300
25,138.0,25.0,3450
26,144.0,25.0,3600
27,150.0,25.0,3750
28,156.0,25.0,3900
29,162.0,25.0,4050
30,167.68,25.0,4192
31,167.72,25.0,4193
32,167.76,25.0,4194
33,167.8,25.0,4195
34,167.84,25.0,4196
35,168.0,25.0,4200
36,171.16,25.0,4279
37,174.0,25.0,4350
38,174.04,25.0,4351
39,174.12,25.0,4353
40,174.16,25.0,4354
41,174.28,25.0,4357
42,174.36,25.0,4359
43,174.4,25.0,4360
44,178.72,25.0,4468
45,178.76,25.0,4469
46,178.8,25.0,4470
47,178.84,25.0,4471
48,179.04,25.0,4476
49,180.0,25.0,4500
50,180.36,25.0,4509
51,180.4,25.0,4510
52,180.48,25.0,4512
53,180.52,25.0,4513
54,180.56,25.0,4514
55,180.6,25.0,4515
56,182.32,25.0,4558
57,183.88,25.0,4597
58,185.4,25.0,4635
59,186.0,25.0,4650
60,186.84,25.0,4671
61,188.24,25.0,4706
62,189.64,25.0,4741
63,192.0,25.0,4800
64,192.36,25.0,4809
65,193.72,25.0,4843
66,196.16,25.0,4904
67,196.2,25.0,4905
68,196.24,25.0,4906
69,196.28,25.0,4907
70,198.0,25.0,4950
71,198.04,25.0,4951
72,199.48,25.0,4987
73,201.52,25.0,5038
74,203.12,25.0,5078
75,204.0,25.0,5100
76,204.8,25.0,5120
77,204.84,25.0,5121
78,206.88,25.0,5172
79,206.96,25.0,5174
80,208.16,25.0,5204
81,208.2,25.0,5205
82,208.24,25.0,5206
83,208.44,25.0,5211
84,208.48,25.0,5212
85,208.52,25.0,5213
86,209.68,25.0,5242
87,209.72,25.0,5243
88,210.0,25.0,5250
89,211.0,25.0,5275
90,211.04,25.0,5276
91,211.4,25.0,5285
92,212.6,25.0,5315
93,212.64,25.0,5316
94,214.2,25.0,5355
95,216.0,25.0,5400
96,222.0,25.0,5550
97,227.68,25.0,5692
98,228.0,25.0,5700
99,234.0,25.0,5850
100,240.0,25.0,6000
101,246.0,25.0,6150
102,252.0,25.0,6300
103,258.0,25.0,6450
104,264.0,25.0,6600
105,270.0,25.0,6750
106,276.0,25.0,6900
107,282.0,25.0,7050
108,288.0,25.0,7200
109,294.0,25.0,7350
110,300.0,25.0,7500
111,306.0,25.0,7650
112,312.0,25.0,7800
113,318.0,25.0,7950
114,324.0,25.0,8100
115,330.0,25.0,8250
116,336.0,25.0,8400
117,342.0,25.0,8550
118,348.0,25.0,8700
119,354.0,25.0,8850
120,360.0,25.0,9000
121,366.0,25.0,9150
122,372.0,25.0,9300
123,378.0,25.0,9450
124,384.0,25.0,9600
125,390.0,25.0,9750
126,396.0,25.0,9900
127,402.0,25.0,10050
128,408.0,25.0,10200
129,414.0,25.0,10350
130,420.0,25.0,10500
131,426.0,25.0,10650
132,432.0,25.0,10800
133,438.0,25.0,10950
134,444.0,25.0,11100
135,450.0,25.0,11250
136,456.0,25.0,11400
137,462.0,25.0,11550
138,468.0,25.0,11700
139,474.0,25.0,11850
140,480.0,25.0,12000
141,486.0,25.0,12150
142,492.0,25.0,12300
143,498.0,25.0,12450
