n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,3.0,25.0,75
3,5.88,25.0,147
4,11.4,25.0,285
5,11.56,25.0,289
6,17.32,25.0,433
7,22.76,25.0,569
8,25.56,25.0,639
9,25.6,25.0,640
10,28.48,25.0,712
11,28.6,25.0,715
12,33.92,25.0,848
13,35.08,25.0,877
14,38.2,25.0,955
15,39.16,25.0,978
16,44.92,25.0,1123
17,50.64,25.0,1266
18,50.68,25.0,1267
19,56.4,25.0,1410
20,56.92,25.0,1423
21,60.8,25.0,1520
22,61.72,25.0,1543
23,63.92,25.0,1598
24,66.8,25.0,1670
25,67.84,25.0,1696
26,71.24,25.0,1780
27,72.2,25.0,1805
28,74.52,25.0,1863
29,77.36,25.0,1934
30,78.36,25.0,1959
31,81.16,25.0,2029
32,83.08,25.0,2077
33,84.08,25.0,2102
34,87.24,25.0,2181
35,88.24,25.0,2206
36,89.8,25.0,2245
37,89.84,25.0,2246
38,92.64,25.0,2316
39,93.6,25.0,2340
40,95.84,25.0,2396
41,95.88,25.0,2397
42,97.72,25.0,2443
43,98.68,25.0,2467
44,101.0,25.0,2525
45,104.24,25.0,2606
