n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.84,25.0,21
3,1.28,25.0,32
4,1.32,25.0,33
5,3.12,25.0,78
6,3.32,25.0,83
7,3.52,25.0,88
8,5.12,25.0,128
9,6.56,25.0,164
10,6.6,25.0,165
11,6.64,25.0,166
12,8.96,25.0,224
13,10.24,25.0,256
14,12.0,25.0,300
15,15.36,25.0,384
16,16.48,25.0,412
17,20.48,25.0,512
18,25.6,25.0,640
19,26.64,25.0,666
20,30.72,25.0,768
21,33.88,25.0,847
22,35.84,25.0,896
23,40.96,25.0,1024
24,43.52,25.0,1088
25,46.08,25.0,1152
26,46.32,25.0,1158
27,49.04,25.0,1226
28,51.2,25.0,1280
29,54.96,25.0,1374
30,56.32,25.0,1408
31,57.24,25.0,1431
32,59.4,25.0,1485
33,61.32,25.0,1533
34,61.44,25.0,1536
35,65.72,25.0,1643
36,66.56,25.0,1664
37,70.6,25.0,1764
38,71.68,25.0,1792
39,75.0,25.0,1875
40,76.8,25.0,1920
41,79.32,25.0,1982
42,81.36,25.0,2034
43,81.92,25.0,2048
44,87.04,25.0,2176
45,87.48,25.0,2187
46,91.2,25.0,2280
47,92.16,25.0,2304
48,96.16,25.0,2404
49,97.28,25.0,2432
50,98.4,25.0,2460
51,102.28,25.0,2557
52,102.4,25.0,2560
53,107.52,25.0,2688
54,112.16,25.0,2804
55,112.64,25.0,2816
56,115.08,25.0,2877
57,116.52,25.0,2913
58,117.76,25.0,2944
59,118.32,25.0,2958
60,122.88,25.0,3072
61,123.24,25.0,3081
62,125.64,25.0,3141
63,127.28,25.0,3182
64,128.0,25.0,3200
65,129.36,25.0,3234
66,132.0,25.0,3300
67,133.12,25.0,3328
68,135.08,25.0,3377
69,137.12,25.0,3428
70,138.24,25.0,3456
71,140.08,25.0,3502
72,141.2,25.0,3529
73,142.96,25.0,3574
74,143.36,25.0,3584
75,148.24,25.0,3706
76,148.48,25.0,3711
77,151.08,25.0,3777
78,153.6,25.0,3840
79,155.04,25.0,3876
80,158.04,25.0,3951
81,158.72,25.0,3968
82,160.24,25.0,4006
83,163.84,25.0,4096
84,168.56,25.0,4214
85,168.96,25.0,4224
86,174.08,25.0,4352
87,177.84,25.0,4446
88,179.2,25.0,4480
89,183.4,25.0,4585
90,184.32,25.0,4608
91,187.28,25.0,4682
92,189.44,25.0,4736
93,194.56,25.0,4864
94,199.68,25.0,4992
95,204.24,25.0,5106
96,204.8,25.0,5120
97,207.96,25.0,5199
98,209.92,25.0,5248
99,210.24,25.0,5256
100,215.04,25.0,5376
101,215.16,25.0,5379
102,220.16,25.0,5504
103,220.44,25.0,5511
104,225.28,25.0,5632
105,225.36,25.0,5634
106,230.4,25.0,5760
107,230.92,25.0,5773
108,233.44,25.0,5836
109,235.52,25.0,5888
110,236.32,25.0,5908
111,239.48,25.0,5987
112,240.64,25.0,6016
113,241.28,25.0,6032
114,245.76,25.0,6144
115,246.88,25.0,6172
116,250.88,25.0,6272
117,253.08,25.0,6327
118,255.08,25.0,6377
119,256.0,25.0,6400
120,258.72,25.0,6468
121,260.84,25.0,6520
122,261.12,25.0,6528
123,263.32,25.0,6583
124,264.68,25.0,6617
125,266.24,25.0,6656
126,266.44,25.0,6661
127,270.6,25.0,6765
128,271.36,25.0,6784
129,272.68,25.0,6817
130,276.48,25.0,6912
131,278.92,25.0,6973
132,281.6,25.0,7040
133,283.32,25.0,7083
134,285.72,25.0,7143
135,286.72,25.0,7168
136,289.2,25.0,7230
137,290.68,25.0,7267
138,291.84,25.0,7295
139,294.2,25.0,7355
140,296.96,25.0,7423
141,299.48,25.0,7487
142,302.08,25.0,7552
143,305.48,25.0,7637
144,307.2,25.0,7680
145,311.32,25.0,7783
146,312.32,25.0,7808
147,317.44,25.0,7936
148,322.56,25.0,8064
