n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,3.0,25.0,75
3,5.88,25.0,147
4,11.4,25.0,285
5,11.6,25.0,290
6,16.4,25.0,409
7,22.16,25.0,554
8,22.36,25.0,559
9,26.2,25.0,655
10,28.08,25.0,702
11,29.4,25.0,735
12,32.28,25.0,807
13,33.24,25.0,831
14,35.4,25.0,885
15,38.28,25.0,957
16,44.04,25.0,1101
17,49.8,25.0,1245
18,55.56,25.0,1389
19,61.12,25.0,1528
20,63.76,25.0,1594
21,66.16,25.0,1654
22,71.2,25.0,1780
23,76.08,25.0,1902
24,77.04,25.0,1926
25,79.32,25.0,1982
26,82.16,25.0,2054
27,84.2,25.0,2105
28,86.52,25.0,2163
29,87.48,25.0,2187
30,93.24,25.0,2331
31,94.04,25.0,2351
32,98.2,25.0,2455
33,99.16,25.0,2479
34,104.6,25.0,2615
35,110.36,25.0,2759
36,111.0,25.0,2775
37,114.08,25.0,2852
38,116.0,25.0,2900
39,116.64,25.0,2916
40,121.44,25.0,3036
41,121.64,25.0,3041
42,126.44,25.0,3161
43,126.64,25.0,3166
44,131.44,25.0,3286
45,131.64,25.0,3290
46,136.0,25.0,3400
47,136.96,25.0,3424
48,141.04,25.0,3526
49,142.0,25.0,3550
50,147.76,25.0,3694
51,153.52,25.0,3838
52,153.88,25.0,3847
53,159.28,25.0,3982
54,165.04,25.0,4126
55,170.8,25.0,4270
56,173.52,25.0,4338
57,176.28,25.0,4407
58,178.8,25.0,4470
59,180.96,25.0,4524
60,181.92,25.0,4548
61,186.88,25.0,4672
62,189.92,25.0,4748
