n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.84,25.0,21
3,1.32,25.0,33
4,3.12,25.0,78
5,3.32,25.0,83
6,3.52,25.0,88
7,5.12,25.0,128
8,6.6,25.0,165
9,6.64,25.0,166
10,8.96,25.0,224
11,10.24,25.0,256
12,12.0,25.0,300
13,14.04,25.0,351
14,14.84,25.0,371
15,15.36,25.0,384
16,17.36,25.0,434
17,20.48,25.0,512
18,21.64,25.0,541
19,25.6,25.0,640
20,25.76,25.0,644
21,29.76,25.0,744
22,30.72,25.0,768
23,31.0,25.0,775
24,35.84,25.0,896
25,40.72,25.0,1018
26,40.96,25.0,1024
27,44.44,25.0,1111
28,46.08,25.0,1152
29,46.44,25.0,1161
30,50.88,25.0,1272
31,51.2,25.0,1280
32,56.32,25.0,1408
33,58.6,25.0,1465
34,61.44,25.0,1536
35,65.84,25.0,1646
36,66.56,25.0,1664
37,71.68,25.0,1792
38,76.8,25.0,1920
39,78.36,25.0,1959
40,80.08,25.0,2002
41,81.92,25.0,2048
42,82.8,25.0,2070
43,85.64,25.0,2141
44,87.04,25.0,2176
45,87.28,25.0,2182
46,89.08,25.0,2227
47,90.48,25.0,2262
48,92.16,25.0,2304
49,92.28,25.0,2307
50,94.4,25.0,2360
51,97.28,25.0,2432
52,98.0,25.0,2450
53,101.36,25.0,2534
54,102.4,25.0,2560
55,106.32,25.0,2658
56,107.52,25.0,2688
57,108.96,25.0,2724
58,111.4,25.0,2785
59,112.64,25.0,2816
60,113.2,25.0,2830
61,114.72,25.0,2868
62,116.0,25.0,2900
63,117.76,25.0,2944
64,117.92,25.0,2948
65,121.16,25.0,3029
66,122.88,25.0,3072
67,123.8,25.0,3095
68,125.56,25.0,3139
69,128.0,25.0,3200
70,128.32,25.0,3208
71,129.4,25.0,3235
72,130.88,25.0,3272
73,133.12,25.0,3328
74,134.88,25.0,3372
75,137.2,25.0,3429
76,138.24,25.0,3456
77,138.4,25.0,3460
78,139.64,25.0,3490
79,141.52,25.0,3538
80,143.2,25.0,3579
81,143.36,25.0,3584
82,148.48,25.0,3711
83,151.72,25.0,3793
84,152.52,25.0,3813
85,153.6,25.0,3840
86,157.64,25.0,3940
87,158.72,25.0,3968
88,161.88,25.0,4047
89,163.84,25.0,4096
90,167.0,25.0,4175
91,168.96,25.0,4224
92,174.08,25.0,4352
93,175.52,25.0,4388
94,177.92,25.0,4448
95,179.2,25.0,4480
96,181.32,25.0,4533
97,182.8,25.0,4570
98,184.32,25.0,4608
99,184.56,25.0,4614
100,186.92,25.0,4673
101,188.56,25.0,4714
102,189.44,25.0,4736
103,193.68,25.0,4842
104,194.56,25.0,4864
105,195.28,25.0,4882
106,198.88,25.0,4972
107,199.68,25.0,4992
108,201.08,25.0,5027
109,203.12,25.0,5078
110,204.8,25.0,5120
111,205.56,25.0,5139
112,208.36,25.0,5209
113,209.92,25.0,5248
114,210.24,25.0,5256
115,212.16,25.0,5304
116,213.36,25.0,5334
117,214.2,25.0,5355
118,215.04,25.0,5376
119,215.8,25.0,5395
120,216.64,25.0,5416
121,217.84,25.0,5446
122,219.4,25.0,5485
123,220.16,25.0,5504
124,222.72,25.0,5568
125,225.28,25.0,5632
126,227.76,25.0,5694
127,230.4,25.0,5760
128,234.92,25.0,5873
129,235.52,25.0,5888
130,238.64,25.0,5966
131,240.64,25.0,6016
132,243.44,25.0,6086
133,245.76,25.0,6144
134,246.44,25.0,6161
135,250.88,25.0,6272
136,251.04,25.0,6276
137,256.0,25.0,6400
138,261.12,25.0,6528
139,261.76,25.0,6544
140,263.76,25.0,6594
141,265.04,25.0,6626
142,266.24,25.0,6656
143,270.16,25.0,6754
144,271.36,25.0,6784
145,272.12,25.0,6803
146,276.48,25.0,6912
147,278.32,25.0,6958
148,281.6,25.0,7040
149,282.0,25.0,7050
150,286.72,25.0,7168
151,286.88,25.0,7172
152,291.84,25.0,7295
153,292.6,25.0,7315
154,296.96,25.0,7423
155,298.04,25.0,7451
156,302.08,25.0,7552
157,306.08,25.0,7652
158,307.2,25.0,7680
159,312.32,25.0,7808
160,317.44,25.0,7936
