n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.84,25.0,21
3,1.32,25.0,33
4,3.12,25.0,78
5,3.32,25.0,83
6,3.52,25.0,88
7,5.12,25.0,128
8,6.6,25.0,165
9,6.64,25.0,166
10,8.96,25.0,224
11,10.24,25.0,256
12,12.0,25.0,300
13,14.6,25.0,365
14,15.36,25.0,384
15,17.92,25.0,448
16,20.48,25.0,512
17,21.84,25.0,546
18,25.6,25.0,640
19,29.16,25.0,729
20,30.72,25.0,768
21,31.84,25.0,796
22,35.32,25.0,883
23,35.84,25.0,896
24,37.32,25.0,933
25,40.96,25.0,1024
26,42.04,25.0,1051
27,46.08,25.0,1152
28,50.96,25.0,1274
29,51.2,25.0,1280
30,56.32,25.0,1408
31,57.96,25.0,1449
32,61.44,25.0,1536
33,64.64,25.0,1616
34,66.56,25.0,1664
35,67.48,25.0,1687
36,71.12,25.0,1778
37,71.68,25.0,1792
38,72.92,25.0,1823
39,74.6,25.0,1864
40,76.8,25.0,1920
41,77.4,25.0,1935
42,79.28,25.0,1982
43,81.32,25.0,2032
44,81.92,25.0,2048
45,82.64,25.0,2066
46,85.64,25.0,2141
47,87.04,25.0,2176
48,88.16,25.0,2204
49,91.72,25.0,2293
50,92.16,25.0,2304
51,94.28,25.0,2357
52,96.84,25.0,2421
53,97.28,25.0,2432
54,101.16,25.0,2529
55,102.4,25.0,2560
56,103.72,25.0,2593
57,106.36,25.0,2659
58,107.52,25.0,2688
59,107.72,25.0,2693
60,110.48,25.0,2762
61,112.64,25.0,2816
62,113.68,25.0,2842
63,115.64,25.0,2891
64,117.76,25.0,2944
65,121.32,25.0,3033
66,122.88,25.0,3072
67,126.12,25.0,3153
68,128.0,25.0,3200
69,129.08,25.0,3227
70,131.16,25.0,3279
71,133.12,25.0,3328
72,133.32,25.0,3333
73,135.4,25.0,3385
74,138.24,25.0,3456
75,139.72,25.0,3493
76,143.36,25.0,3584
77,144.0,25.0,3600
78,146.24,25.0,3656
79,148.48,25.0,3711
80,149.12,25.0,3728
81,151.68,25.0,3792
82,153.6,25.0,3840
83,156.28,25.0,3907
84,158.16,25.0,3954
85,158.72,25.0,3968
86,160.64,25.0,4015
87,163.84,25.0,4096
88,167.52,25.0,4188
89,168.96,25.0,4224
90,172.64,25.0,4316
91,174.08,25.0,4352
92,175.8,25.0,4395
93,179.2,25.0,4480
94,179.24,25.0,4481
95,181.24,25.0,4531
96,184.32,25.0,4608
97,185.12,25.0,4628
98,187.2,25.0,4680
99,189.44,25.0,4736
100,190.04,25.0,4751
101,193.84,25.0,4846
102,194.56,25.0,4864
103,198.28,25.0,4957
104,199.68,25.0,4992
105,200.84,25.0,5021
106,202.44,25.0,5061
107,204.8,25.0,5120
108,206.04,25.0,5151
109,209.08,25.0,5227
110,209.92,25.0,5248
111,211.08,25.0,5277
112,213.92,25.0,5348
113,215.04,25.0,5376
114,216.56,25.0,5414
115,219.88,25.0,5497
116,220.16,25.0,5504
117,223.6,25.0,5590
118,225.28,25.0,5632
119,226.76,25.0,5669
120,229.56,25.0,5739
121,230.4,25.0,5760
122,234.28,25.0,5857
123,235.52,25.0,5888
124,239.6,25.0,5990
125,240.64,25.0,6016
126,242.04,25.0,6051
127,245.76,25.0,6144
128,250.88,25.0,6272
129,252.76,25.0,6319
130,254.24,25.0,6356
131,256.0,25.0,6400
132,256.96,25.0,6423
133,260.76,25.0,6519
134,261.12,25.0,6528
135,263.48,25.0,6587
136,266.24,25.0,6656
137,267.48,25.0,6687
138,271.36,25.0,6784
139,276.48,25.0,6912
140,277.88,25.0,6947
141,281.6,25.0,7040
142,284.32,25.0,7108
143,286.72,25.0,7168
144,288.96,25.0,7223
145,291.84,25.0,7295
146,294.84,25.0,7370
147,296.96,25.0,7423
148,302.08,25.0,7552
