n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.84,25.0,21
3,2.24,25.0,56
4,2.44,25.0,61
5,3.12,25.0,78
6,3.32,25.0,83
7,3.52,25.0,88
8,5.12,25.0,128
9,6.6,25.0,165
10,6.64,25.0,166
11,8.96,25.0,224
12,10.24,25.0,256
13,12.0,25.0,300
14,15.36,25.0,384
15,15.92,25.0,398
16,20.48,25.0,512
17,25.6,25.0,640
18,25.8,25.0,645
19,29.44,25.0,736
20,30.72,25.0,768
21,35.84,25.0,896
22,36.68,25.0,917
23,40.96,25.0,1024
24,46.08,25.0,1152
25,46.64,25.0,1166
26,49.56,25.0,1239
27,51.2,25.0,1280
28,52.0,25.0,1300
29,56.32,25.0,1408
30,56.76,25.0,1419
31,59.96,25.0,1499
32,61.44,25.0,1536
33,64.96,25.0,1623
34,66.56,25.0,1664
35,67.2,25.0,1680
36,70.56,25.0,1764
37,71.68,25.0,1792
38,72.96,25.0,1823
39,74.4,25.0,1860
40,76.8,25.0,1920
41,81.92,25.0,2048
42,84.32,25.0,2108
43,87.04,25.0,2176
44,87.8,25.0,2195
45,91.96,25.0,2299
46,92.16,25.0,2304
47,95.92,25.0,2398
48,97.28,25.0,2432
49,99.16,25.0,2479
50,102.4,25.0,2560
51,103.68,25.0,2592
52,106.44,25.0,2661
53,107.52,25.0,2688
54,108.92,25.0,2723
55,111.24,25.0,2781
56,112.64,25.0,2816
57,113.68,25.0,2842
58,117.44,25.0,2936
59,117.76,25.0,2944
60,120.08,25.0,3002
61,122.88,25.0,3072
62,124.84,25.0,3121
63,127.24,25.0,3181
64,128.0,25.0,3200
65,133.12,25.0,3328
66,134.24,25.0,3356
67,135.64,25.0,3390
68,138.24,25.0,3456
69,138.52,25.0,3463
70,142.04,25.0,3551
71,143.36,25.0,3584
72,144.48,25.0,3611
73,145.88,25.0,3647
74,148.48,25.0,3711
75,148.56,25.0,3714
76,150.76,25.0,3769
77,152.36,25.0,3809
78,153.6,25.0,3840
79,154.36,25.0,3859
80,156.6,25.0,3915
81,158.72,25.0,3968
82,162.08,25.0,4052
83,163.84,25.0,4096
84,166.16,25.0,4154
85,168.96,25.0,4224
86,169.2,25.0,4230
87,170.8,25.0,4270
88,174.08,25.0,4352
89,179.2,25.0,4480
90,180.24,25.0,4506
91,184.32,25.0,4608
92,185.04,25.0,4626
93,189.44,25.0,4736
94,194.56,25.0,4864
95,197.52,25.0,4938
96,199.68,25.0,4992
97,200.64,25.0,5016
98,204.8,25.0,5120
99,206.04,25.0,5151
100,207.72,25.0,5193
101,209.92,25.0,5248
102,212.36,25.0,5309
103,214.6,25.0,5365
104,215.04,25.0,5376
105,219.32,25.0,5483
106,220.16,25.0,5504
107,225.28,25.0,5632
108,226.0,25.0,5650
109,230.4,25.0,5760
110,230.52,25.0,5763
111,235.28,25.0,5882
112,235.52,25.0,5888
113,237.28,25.0,5932
114,240.64,25.0,6016
115,241.12,25.0,6028
116,245.2,25.0,6130
117,245.76,25.0,6144
118,248.16,25.0,6204
119,250.48,25.0,6262
120,250.88,25.0,6272
121,252.88,25.0,6322
122,255.36,25.0,6384
123,256.0,25.0,6400
124,260.68,25.0,6517
125,261.12,25.0,6528
126,262.64,25.0,6566
127,265.68,25.0,6642
128,266.24,25.0,6656
129,271.36,25.0,6784
130,272.32,25.0,6808
131,273.72,25.0,6843
132,276.48,25.0,6912
133,277.04,25.0,6926
134,281.6,25.0,7040
135,285.08,25.0,7127
136,286.72,25.0,7168
137,291.52,25.0,7288
138,291.84,25.0,7295
139,296.48,25.0,7412
140,296.96,25.0,7423
141,302.08,25.0,7552
142,306.0,25.0,7650
143,307.2,25.0,7680
144,312.32,25.0,7808
145,317.44,25.0,7936
