n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.84,25.0,21
3,2.24,25.0,56
4,2.44,25.0,61
5,3.12,25.0,78
6,3.32,25.0,83
7,3.52,25.0,88
8,5.12,25.0,128
9,6.6,25.0,165
10,6.64,25.0,166
11,8.96,25.0,224
12,10.24,25.0,256
13,12.0,25.0,300
14,15.36,25.0,384
15,20.48,25.0,512
16,23.0,25.0,575
17,25.6,25.0,640
18,30.24,25.0,756
19,30.72,25.0,768
20,35.84,25.0,896
21,40.96,25.0,1024
22,41.76,25.0,1044
23,43.8,25.0,1095
24,46.08,25.0,1152
25,48.04,25.0,1201
26,50.04,25.0,1251
27,51.2,25.0,1280
28,51.56,25.0,1289
29,53.6,25.0,1340
30,56.16,25.0,1404
31,56.32,25.0,1408
32,58.08,25.0,1452
33,60.72,25.0,1518
34,61.44,25.0,1536
35,63.08,25.0,1577
36,65.32,25.0,1632
37,66.56,25.0,1664
38,67.76,25.0,1694
39,69.76,25.0,1744
40,71.68,25.0,1792
41,72.04,25.0,1801
42,73.8,25.0,1845
43,75.76,25.0,1894
44,76.8,25.0,1920
45,76.92,25.0,1923
46,79.0,25.0,1975
47,81.44,25.0,2036
48,81.92,25.0,2048
49,82.56,25.0,2064
50,87.04,25.0,2176
51,90.68,25.0,2267
52,92.16,25.0,2304
53,94.0,25.0,2350
54,97.28,25.0,2432
55,99.56,25.0,2489
56,102.24,25.0,2556
57,102.4,25.0,2560
58,103.92,25.0,2598
59,104.76,25.0,2619
60,107.52,25.0,2688
61,111.04,25.0,2776
62,112.64,25.0,2816
63,116.04,25.0,2901
64,117.56,25.0,2939
65,117.76,25.0,2944
66,121.48,25.0,3037
67,122.88,25.0,3072
68,123.6,25.0,3090
69,127.64,25.0,3191
70,128.0,25.0,3200
71,129.8,25.0,3245
72,132.48,25.0,3311
73,133.12,25.0,3328
74,135.28,25.0,3382
75,136.68,25.0,3417
76,137.96,25.0,3449
77,138.24,25.0,3456
78,139.16,25.0,3479
79,140.84,25.0,3521
80,142.84,25.0,3571
81,143.36,25.0,3584
82,146.28,25.0,3657
83,147.76,25.0,3694
84,148.48,25.0,3711
85,149.4,25.0,3735
86,152.44,25.0,3811
87,153.6,25.0,3840
88,157.8,25.0,3945
89,158.72,25.0,3968
90,159.92,25.0,3997
91,163.84,25.0,4096
92,164.88,25.0,4122
93,167.72,25.0,4193
94,168.96,25.0,4224
95,170.08,25.0,4252
96,172.56,25.0,4314
97,174.08,25.0,4352
98,175.32,25.0,4383
99,177.0,25.0,4425
100,179.2,25.0,4480
101,184.32,25.0,4608
102,185.08,25.0,4627
103,187.04,25.0,4676
104,189.44,25.0,4736
105,191.92,25.0,4798
106,194.0,25.0,4850
107,194.56,25.0,4864
108,196.76,25.0,4919
109,198.44,25.0,4961
110,199.68,25.0,4992
111,200.44,25.0,5011
112,202.04,25.0,5051
113,203.36,25.0,5084
114,204.8,25.0,5120
115,204.84,25.0,5121
116,206.36,25.0,5159
117,207.56,25.0,5189
118,208.76,25.0,5219
119,209.92,25.0,5248
120,210.16,25.0,5254
121,212.32,25.0,5308
122,214.6,25.0,5365
123,215.04,25.0,5376
124,215.72,25.0,5393
125,218.0,25.0,5450
126,220.16,25.0,5504
127,223.44,25.0,5586
128,225.28,25.0,5632
129,225.4,25.0,5635
130,227.84,25.0,5696
131,229.76,25.0,5744
132,230.4,25.0,5760
133,232.36,25.0,5809
134,234.04,25.0,5851
135,235.52,25.0,5888
136,237.36,25.0,5934
137,238.8,25.0,5970
138,240.64,25.0,6016
139,242.2,25.0,6055
140,244.12,25.0,6103
141,245.16,25.0,6129
142,245.76,25.0,6144
143,247.16,25.0,6179
144,249.56,25.0,6239
145,250.88,25.0,6272
146,251.2,25.0,6280
147,253.28,25.0,6332
148,256.0,25.0,6400
149,259.72,25.0,6493
150,261.12,25.0,6528
151,261.88,25.0,6547
152,266.24,25.0,6656
153,268.08,25.0,6702
154,271.36,25.0,6784
155,274.36,25.0,6859
156,275.72,25.0,6893
157,276.48,25.0,6912
158,277.76,25.0,6944
159,279.12,25.0,6978
160,281.6,25.0,7040
161,286.24,25.0,7156
162,286.72,25.0,7168
163,291.84,25.0,7295
164,292.72,25.0,7318
165,296.96,25.0,7423
166,300.24,25.0,7506
167,302.08,25.0,7552
168,307.2,25.0,7680
169,310.72,25.0,7768
170,312.32,25.0,7808
171,317.44,25.0,7936
