n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.84,25.0,21
3,1.32,25.0,33
4,3.12,25.0,78
5,3.32,25.0,83
6,3.52,25.0,88
7,5.12,25.0,128
8,6.6,25.0,165
9,6.64,25.0,166
10,8.96,25.0,224
11,10.24,25.0,256
12,12.0,25.0,300
13,14.2,25.0,355
14,15.36,25.0,384
15,19.24,25.0,480
16,20.48,25.0,512
17,22.16,25.0,554
18,24.24,25.0,606
19,25.6,25.0,640
20,28.28,25.0,707
21,29.72,25.0,743
22,30.72,25.0,768
23,35.84,25.0,896
24,40.96,25.0,1024
25,42.24,25.0,1056
26,46.08,25.0,1152
27,47.04,25.0,1176
28,48.4,25.0,1210
29,51.2,25.0,1280
30,53.12,25.0,1328
31,54.84,25.0,1371
32,56.32,25.0,1408
33,58.32,25.0,1458
34,61.2,25.0,1530
35,61.44,25.0,1536
36,66.56,25.0,1664
37,70.12,25.0,1753
38,71.68,25.0,1792
39,76.8,25.0,1920
40,77.08,25.0,1927
41,81.92,25.0,2048
42,87.04,25.0,2176
43,89.08,25.0,2227
44,90.32,25.0,2258
45,92.16,25.0,2304
46,92.88,25.0,2322
47,97.28,25.0,2432
48,99.44,25.0,2486
49,102.4,25.0,2560
50,103.08,25.0,2577
51,106.28,25.0,2657
52,107.52,25.0,2688
53,109.08,25.0,2727
54,110.44,25.0,2761
55,112.64,25.0,2816
56,112.92,25.0,2823
57,115.84,25.0,2896
58,117.76,25.0,2944
59,121.6,25.0,3040
60,122.88,25.0,3072
61,128.0,25.0,3200
62,128.6,25.0,3215
63,133.12,25.0,3328
64,138.24,25.0,3456
65,138.28,25.0,3457
66,143.36,25.0,3584
67,143.76,25.0,3594
68,147.2,25.0,3679
69,148.48,25.0,3711
70,150.36,25.0,3759
71,152.6,25.0,3815
72,153.6,25.0,3840
73,154.32,25.0,3858
74,155.88,25.0,3897
75,158.72,25.0,3968
76,163.84,25.0,4096
77,164.16,25.0,4104
78,167.8,25.0,4195
79,168.96,25.0,4224
80,170.24,25.0,4256
81,172.52,25.0,4313
82,174.08,25.0,4352
83,175.84,25.0,4396
84,179.2,25.0,4480
85,181.24,25.0,4531
86,184.32,25.0,4608
87,184.8,25.0,4620
88,187.44,25.0,4686
89,189.44,25.0,4736
90,192.12,25.0,4803
91,194.56,25.0,4864
92,194.88,25.0,4872
93,199.2,25.0,4980
94,199.68,25.0,4992
95,202.44,25.0,5061
96,204.8,25.0,5120
97,206.64,25.0,5166
98,209.92,25.0,5248
99,210.04,25.0,5251
100,215.04,25.0,5376
101,216.6,25.0,5415
102,220.16,25.0,5504
103,221.76,25.0,5544
104,225.28,25.0,5632
105,230.4,25.0,5760
106,230.96,25.0,5774
107,234.36,25.0,5859
108,235.52,25.0,5888
109,237.52,25.0,5938
110,240.64,25.0,6016
111,241.6,25.0,6040
112,245.76,25.0,6144
113,246.88,25.0,6172
114,248.88,25.0,6222
115,250.88,25.0,6272
116,252.72,25.0,6318
117,255.88,25.0,6397
118,256.0,25.0,6400
119,258.52,25.0,6463
120,261.12,25.0,6528
121,265.44,25.0,6636
122,266.24,25.0,6656
123,271.36,25.0,6784
124,271.56,25.0,6789
125,276.36,25.0,6909
126,276.48,25.0,6912
127,281.6,25.0,7040
128,282.68,25.0,7067
129,286.72,25.0,7168
130,287.52,25.0,7188
131,291.56,25.0,7289
132,291.84,25.0,7295
133,296.96,25.0,7423
134,297.48,25.0,7437
135,302.08,25.0,7552
136,305.08,25.0,7627
137,307.2,25.0,7680
138,312.32,25.0,7808
