n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,3.0,25.0,75
3,5.88,25.0,147
4,11.4,25.0,285
5,11.6,25.0,290
6,16.4,25.0,409
7,21.6,25.0,540
8,24.68,25.0,617
9,24.72,25.0,618
10,26.64,25.0,666
11,30.84,25.0,771
12,31.8,25.0,795
13,34.32,25.0,858
14,37.12,25.0,927
15,39.72,25.0,993
16,41.56,25.0,1039
17,42.52,25.0,1063
18,43.92,25.0,1098
19,46.0,25.0,1150
20,47.72,25.0,1193
21,50.84,25.0,1271
22,52.76,25.0,1319
23,55.2,25.0,1380
24,58.08,25.0,1452
25,63.84,25.0,1596
26,65.4,25.0,1635
27,68.08,25.0,1702
28,69.04,25.0,1726
29,74.8,25.0,1870
30,79.16,25.0,1979
31,80.12,25.0,2003
32,82.2,25.0,2055
33,84.0,25.0,2100
34,85.92,25.0,2148
35,86.28,25.0,2157
36,91.08,25.0,2277
37,91.36,25.0,2284
38,94.28,25.0,2357
39,96.16,25.0,2404
40,97.28,25.0,2432
41,99.92,25.0,2498
42,101.84,25.0,2546
43,102.12,25.0,2553
44,104.28,25.0,2607
45,106.2,25.0,2655
46,107.16,25.0,2679
47,108.76,25.0,2719
48,112.6,25.0,2815
49,118.36,25.0,2959
50,120.52,25.0,3013
51,123.4,25.0,3085
52,124.0,25.0,3100
53,128.8,25.0,3220
54,129.36,25.0,3234
55,131.8,25.0,3295
56,134.68,25.0,3367
57,135.2,25.0,3379
58,138.0,25.0,3450
59,139.92,25.0,3497
60,140.16,25.0,3504
61,142.08,25.0,3552
62,143.76,25.0,3594
63,145.68,25.0,3642
64,146.24,25.0,3656
65,149.32,25.0,3733
66,151.24,25.0,3781
67,151.52,25.0,3788
68,153.52,25.0,3838
69,156.4,25.0,3910
70,156.52,25.0,3913
71,161.08,25.0,4027
72,162.0,25.0,4050
73,165.56,25.0,4139
74,167.48,25.0,4187
75,168.36,25.0,4209
76,172.8,25.0,4320
77,173.16,25.0,4329
78,175.44,25.0,4386
79,178.32,25.0,4458
80,178.36,25.0,4459
81,181.44,25.0,4536
82,183.6,25.0,4590
83,187.64,25.0,4691
84,188.6,25.0,4715
85,190.52,25.0,4763
86,192.84,25.0,4821
87,193.8,25.0,4845
88,194.84,25.0,4871
89,197.48,25.0,4937
90,199.4,25.0,4985
91,200.56,25.0,5014
92,202.64,25.0,5066
93,204.56,25.0,5114
94,205.24,25.0,5131
95,207.12,25.0,5178
96,209.08,25.0,5227
97,210.0,25.0,5250
98,215.48,25.0,5387
99,223.48,25.0,5587
