n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.84,25.0,21
3,1.32,25.0,33
4,3.12,25.0,78
5,3.32,25.0,83
6,3.52,25.0,88
7,5.12,25.0,128
8,6.6,25.0,165
9,6.64,25.0,166
10,8.96,25.0,224
11,10.24,25.0,256
12,12.0,25.0,300
13,15.36,25.0,384
14,15.84,25.0,396
15,17.28,25.0,432
16,18.4,25.0,459
17,19.36,25.0,484
18,20.48,25.0,512
19,21.68,25.0,542
20,25.6,25.0,640
21,28.6,25.0,715
22,30.72,25.0,768
23,30.92,25.0,773
24,33.72,25.0,843
25,34.72,25.0,868
26,35.84,25.0,896
27,37.32,25.0,933
28,39.76,25.0,994
29,40.96,25.0,1024
30,41.32,25.0,1033
31,44.48,25.0,1112
32,46.08,25.0,1152
33,47.6,25.0,1190
34,49.88,25.0,1247
35,51.2,25.0,1280
36,51.8,25.0,1295
37,53.44,25.0,1336
38,55.44,25.0,1386
39,56.32,25.0,1408
40,59.52,25.0,1488
41,61.44,25.0,1536
42,66.56,25.0,1664
43,68.48,25.0,1712
44,71.68,25.0,1792
45,75.44,25.0,1886
46,76.8,25.0,1920
47,81.92,25.0,2048
48,85.28,25.0,2132
49,87.04,25.0,2176
50,87.4,25.0,2185
51,89.0,25.0,2225
52,92.16,25.0,2304
53,93.68,25.0,2342
54,96.44,25.0,2411
55,97.28,25.0,2432
56,101.32,25.0,2533
57,102.4,25.0,2560
58,103.0,25.0,2575
59,105.12,25.0,2628
60,107.52,25.0,2688
61,108.24,25.0,2706
62,111.28,25.0,2782
63,112.4,25.0,2810
64,112.64,25.0,2816
65,113.88,25.0,2847
66,114.44,25.0,2861
67,116.48,25.0,2912
68,117.76,25.0,2944
69,119.0,25.0,2975
70,122.88,25.0,3072
71,124.36,25.0,3109
72,126.24,25.0,3156
73,128.0,25.0,3200
74,128.8,25.0,3220
75,131.32,25.0,3283
76,133.12,25.0,3328
77,134.52,25.0,3363
78,136.56,25.0,3414
79,138.24,25.0,3456
80,138.36,25.0,3459
81,142.4,25.0,3560
82,143.36,25.0,3584
83,146.0,25.0,3650
84,148.04,25.0,3701
85,148.48,25.0,3711
86,149.96,25.0,3749
87,152.16,25.0,3804
88,153.6,25.0,3840
89,155.32,25.0,3883
90,157.08,25.0,3927
91,158.72,25.0,3968
92,162.16,25.0,4054
93,163.84,25.0,4096
94,166.88,25.0,4172
95,168.96,25.0,4224
96,170.32,25.0,4258
97,173.4,25.0,4335
98,174.08,25.0,4352
99,179.2,25.0,4480
100,179.24,25.0,4481
101,183.76,25.0,4594
102,184.32,25.0,4608
103,189.44,25.0,4736
104,191.24,25.0,4781
105,194.56,25.0,4864
106,195.64,25.0,4891
107,197.4,25.0,4935
108,199.68,25.0,4992
109,199.72,25.0,4993
110,201.8,25.0,5045
111,204.8,25.0,5120
112,205.88,25.0,5147
113,209.16,25.0,5229
114,209.92,25.0,5248
115,213.48,25.0,5337
116,215.04,25.0,5376
117,216.2,25.0,5405
118,220.16,25.0,5504
119,220.48,25.0,5512
120,225.28,25.0,5632
121,229.04,25.0,5726
122,230.4,25.0,5760
123,231.84,25.0,5796
124,233.48,25.0,5837
125,235.04,25.0,5876
126,235.52,25.0,5888
127,237.76,25.0,5944
128,240.16,25.0,6004
129,240.64,25.0,6016
130,242.88,25.0,6072
131,244.36,25.0,6109
132,245.76,25.0,6144
133,246.36,25.0,6159
134,248.36,25.0,6209
135,250.88,25.0,6272
136,256.0,25.0,6400
137,256.56,25.0,6414
138,261.12,25.0,6528
139,262.88,25.0,6572
140,266.24,25.0,6656
141,267.92,25.0,6698
142,271.36,25.0,6784
143,273.16,25.0,6829
144,276.48,25.0,6912
145,278.72,25.0,6968
146,281.6,25.0,7040
147,285.44,25.0,7136
148,286.72,25.0,7168
149,289.64,25.0,7241
150,291.84,25.0,7295
151,294.08,25.0,7352
152,296.96,25.0,7423
153,302.08,25.0,7552
