n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,0.84,25.0,21
3,2.24,25.0,56
4,2.44,25.0,61
5,3.12,25.0,78
6,3.32,25.0,83
7,3.52,25.0,88
8,5.12,25.0,128
9,6.6,25.0,165
10,6.64,25.0,166
11,8.96,25.0,224
12,10.24,25.0,256
13,12.0,25.0,300
14,14.76,25.0,369
15,15.36,25.0,384
16,16.48,25.0,412
17,17.92,25.0,448
18,20.48,25.0,512
19,22.0,25.0,550
20,23.12,25.0,578
21,24.92,25.0,623
22,25.6,25.0,640
23,28.76,25.0,719
24,30.72,25.0,768
25,34.8,25.0,869
26,35.84,25.0,896
27,36.32,25.0,908
28,40.8,25.0,1019
29,40.96,25.0,1024
30,44.32,25.0,1108
31,45.2,25.0,1130
32,46.08,25.0,1152
33,46.12,25.0,1153
34,47.4,25.0,1185
35,50.2,25.0,1255
36,51.2,25.0,1280
37,52.0,25.0,1300
38,54.0,25.0,1350
39,56.32,25.0,1408
40,57.68,25.0,1442
41,61.44,25.0,1536
42,66.56,25.0,1664
43,66.68,25.0,1667
44,71.68,25.0,1792
45,73.64,25.0,1841
46,76.8,25.0,1920
47,80.88,25.0,2022
48,81.92,25.0,2048
49,84.56,25.0,2114
50,87.04,25.0,2176
51,91.52,25.0,2288
52,92.16,25.0,2304
53,94.4,25.0,2360
54,95.52,25.0,2388
55,97.28,25.0,2432
56,98.92,25.0,2473
57,101.08,25.0,2527
58,102.4,25.0,2560
59,102.72,25.0,2568
60,105.16,25.0,2629
61,106.88,25.0,2672
62,107.52,25.0,2688
63,109.12,25.0,2728
64,112.64,25.0,2816
65,114.76,25.0,2869
66,116.36,25.0,2909
67,117.76,25.0,2944
68,118.28,25.0,2957
69,120.48,25.0,3012
70,122.28,25.0,3057
71,122.88,25.0,3072
72,124.52,25.0,3113
73,127.0,25.0,3175
74,128.0,25.0,3200
75,128.48,25.0,3211
76,130.88,25.0,3272
77,132.76,25.0,3319
78,133.12,25.0,3328
79,135.32,25.0,3383
80,138.24,25.0,3456
81,139.04,25.0,3476
82,143.08,25.0,3577
83,143.36,25.0,3584
84,144.32,25.0,3608
85,147.44,25.0,3686
86,148.48,25.0,3711
87,150.76,25.0,3769
88,153.6,25.0,3840
89,153.88,25.0,3847
90,155.96,25.0,3899
91,158.72,25.0,3968
92,159.32,25.0,3983
93,163.84,25.0,4096
94,165.32,25.0,4133
95,168.96,25.0,4224
96,171.64,25.0,4291
97,174.08,25.0,4352
98,174.16,25.0,4354
99,177.0,25.0,4425
100,178.56,25.0,4464
101,179.2,25.0,4480
102,180.72,25.0,4518
103,183.32,25.0,4583
104,184.32,25.0,4608
105,184.88,25.0,4622
106,187.16,25.0,4679
107,189.44,25.0,4736
108,192.96,25.0,4824
109,194.56,25.0,4864
110,195.64,25.0,4891
111,197.56,25.0,4939
112,198.8,25.0,4970
113,199.68,25.0,4992
114,201.68,25.0,5042
115,202.96,25.0,5074
116,204.12,25.0,5103
117,204.8,25.0,5120
118,205.56,25.0,5139
119,207.32,25.0,5183
120,209.92,25.0,5248
121,210.48,25.0,5262
122,212.76,25.0,5319
123,215.04,25.0,5376
124,220.16,25.0,5504
125,221.28,25.0,5532
126,222.36,25.0,5559
127,223.92,25.0,5598
128,225.28,25.0,5632
129,226.76,25.0,5669
130,229.0,25.0,5725
131,230.4,25.0,5760
132,230.8,25.0,5770
133,232.32,25.0,5808
134,235.52,25.0,5888
135,235.92,25.0,5898
136,237.28,25.0,5932
137,240.64,25.0,6016
138,242.92,25.0,6073
139,244.56,25.0,6114
140,245.76,25.0,6144
141,246.48,25.0,6162
142,248.28,25.0,6207
143,250.56,25.0,6264
144,250.88,25.0,6272
145,252.72,25.0,6318
146,254.68,25.0,6367
147,256.0,25.0,6400
148,260.32,25.0,6508
149,261.12,25.0,6528
150,262.32,25.0,6558
151,266.24,25.0,6656
152,266.72,25.0,6668
153,270.04,25.0,6751
154,271.36,25.0,6784
155,272.56,25.0,6814
156,276.16,25.0,6904
157,276.48,25.0,6912
158,280.4,25.0,7009
159,281.6,25.0,7040
160,286.72,25.0,7168
161,288.4,25.0,7209
162,291.84,25.0,7295
163,293.92,25.0,7348
164,296.96,25.0,7423
165,301.36,25.0,7534
166,302.08,25.0,7552
167,304.72,25.0,7618
168,307.2,25.0,7680
169,308.4,25.0,7709
170,312.32,25.0,7808
171,317.44,25.0,7936
